candidat_id,filiere_code,parcours_id,score_compatibilite,est_admissible,est_recommandee
STD_2026_0179,EMII,P2,82.09,Oui,Oui
STD_2026_0179,GCA,P2,80.62,Oui,Non
STD_2026_0179,ICMP,P2,75.55,Oui,Non
STD_2026_0179,ESIIA,P3,81.03,Oui,Non
STD_2026_0179,IGGLIA,P3,75.58,Oui,Non
STD_2026_0179,IMTICIA,P3,75.84,Oui,Non
STD_2026_0179,ISAIA,P3,48.32,Non,Non
STD_2026_0179,TEE,P4,54.51,Non,Non
STD_2026_0179,TEH,P4,45.35,Non,Non
STD_2026_0179,CAA,P5,56.91,Non,Non
STD_2026_0179,DTJA,P5,48.56,Non,Non
STD_2026_0179,EMP,P5,54.35,Non,Non
STD_2026_0179,FIC,P5,57.37,Non,Non
STD_2026_0180,AEE,P1,79.45,Oui,Non
STD_2026_0180,IAA,P1,51.11,Non,Non
STD_2026_0180,PIP,P1,48.89,Non,Non
STD_2026_0180,EMII,P2,48.19,Non,Non
STD_2026_0180,GCA,P2,47.2,Non,Oui
STD_2026_0180,ICMP,P2,45.27,Non,Non
STD_2026_0180,ESIIA,P3,46.65,Non,Non
STD_2026_0180,IGGLIA,P3,76.82,Oui,Non
STD_2026_0180,IMTICIA,P3,77.85,Oui,Non
STD_2026_0180,ISAIA,P3,54.67,Non,Non
STD_2026_0180,TEE,P4,75.04,Oui,Non
STD_2026_0180,TEH,P4,75.0,Oui,Non
STD_2026_0180,CAA,P5,73.85,Sous condition,Non
STD_2026_0180,DTJA,P5,74.19,Sous condition,Non
STD_2026_0180,EMP,P5,82.59,Oui,Non
STD_2026_0180,FIC,P5,63.22,Non,Non
STD_2026_0181,AEE,P1,73.3,Sous condition,Non
STD_2026_0181,IAA,P1,50.63,Non,Non
STD_2026_0181,PIP,P1,46.42,Non,Non
STD_2026_0181,EMII,P2,43.24,Non,Non
STD_2026_0181,GCA,P2,36.48,Non,Non
STD_2026_0181,ICMP,P2,49.55,Non,Oui
STD_2026_0181,ESIIA,P3,45.83,Non,Non
STD_2026_0181,IGGLIA,P3,68.46,Sous condition,Non
STD_2026_0181,IMTICIA,P3,73.6,Sous condition,Non
STD_2026_0181,ISAIA,P3,42.85,Non,Non
STD_2026_0181,TEE,P4,76.91,Oui,Non
STD_2026_0181,TEH,P4,77.98,Oui,Non
STD_2026_0181,CAA,P5,74.41,Sous condition,Non
STD_2026_0181,DTJA,P5,80.55,Oui,Non
STD_2026_0181,EMP,P5,68.85,Sous condition,Non
STD_2026_0181,FIC,P5,49.71,Non,Non
STD_2026_0182,AEE,P1,71.59,Sous condition,Non
STD_2026_0182,IAA,P1,49.2,Non,Non
STD_2026_0182,PIP,P1,52.79,Non,Non
STD_2026_0182,EMII,P2,42.09,Non,Non
STD_2026_0182,GCA,P2,49.27,Non,Non
STD_2026_0182,ICMP,P2,47.66,Non,Non
STD_2026_0182,ESIIA,P3,46.79,Non,Oui
STD_2026_0182,IGGLIA,P3,67.17,Sous condition,Non
STD_2026_0182,IMTICIA,P3,66.54,Sous condition,Non
STD_2026_0182,ISAIA,P3,51.81,Non,Non
STD_2026_0182,TEE,P4,72.81,Sous condition,Non
STD_2026_0182,TEH,P4,83.92,Oui,Non
STD_2026_0182,CAA,P5,71.52,Sous condition,Non
STD_2026_0182,DTJA,P5,77.0,Oui,Non
STD_2026_0182,EMP,P5,72.54,Sous condition,Non
STD_2026_0182,FIC,P5,46.92,Non,Non
STD_2026_0183,AEE,P1,51.85,Non,Non
STD_2026_0183,IAA,P1,48.37,Non,Non
STD_2026_0183,PIP,P1,45.11,Non,Non
STD_2026_0183,EMII,P2,44.06,Non,Non
STD_2026_0183,GCA,P2,46.2,Non,Non
STD_2026_0183,ICMP,P2,32.94,Non,Non
STD_2026_0183,ESIIA,P3,41.93,Non,Non
STD_2026_0183,IGGLIA,P3,50.17,Non,Oui
STD_2026_0183,IMTICIA,P3,80.46,Oui,Non
STD_2026_0183,ISAIA,P3,48.71,Non,Non
STD_2026_0183,TEE,P4,77.88,Oui,Non
STD_2026_0183,TEH,P4,78.85,Oui,Non
STD_2026_0183,CAA,P5,75.3,Oui,Non
STD_2026_0183,DTJA,P5,81.51,Oui,Non
STD_2026_0183,EMP,P5,48.19,Non,Non
STD_2026_0183,FIC,P5,43.4,Non,Non
STD_2026_0184,AEE,P1,78.32,Oui,Non
STD_2026_0184,IAA,P1,89.52,Oui,Non
STD_2026_0184,PIP,P1,80.9,Oui,Non
STD_2026_0184,EMII,P2,86.14,Oui,Non
STD_2026_0184,GCA,P2,80.73,Oui,Non
STD_2026_0184,ICMP,P2,98.13,Oui,Non
STD_2026_0184,ESIIA,P3,84.2,Oui,Non
STD_2026_0184,IGGLIA,P3,81.37,Oui,Non
STD_2026_0184,IMTICIA,P3,84.3,Oui,Oui
STD_2026_0184,ISAIA,P3,81.36,Oui,Non
STD_2026_0184,TEE,P4,50.62,Non,Non
STD_2026_0184,TEH,P4,41.79,Non,Non
STD_2026_0184,CAA,P5,80.89,Oui,Non
STD_2026_0184,DTJA,P5,48.41,Non,Non
STD_2026_0184,EMP,P5,81.41,Oui,Non
STD_2026_0184,FIC,P5,83.16,Oui,Non
STD_2026_0185,AEE,P1,85.1,Oui,Non
STD_2026_0185,IAA,P1,78.74,Oui,Non
STD_2026_0185,PIP,P1,81.07,Oui,Non
STD_2026_0185,EMII,P2,78.9,Oui,Non
STD_2026_0185,GCA,P2,79.08,Oui,Non
STD_2026_0185,ICMP,P2,73.42,Sous condition,Non
STD_2026_0185,ESIIA,P3,51.07,Non,Non
STD_2026_0185,IGGLIA,P3,73.39,Sous condition,Non
STD_2026_0185,IMTICIA,P3,79.83,Oui,Non
STD_2026_0185,ISAIA,P3,76.08,Oui,Oui
STD_2026_0185,TEE,P4,82.43,Oui,Non
STD_2026_0185,TEH,P4,83.62,Oui,Non
STD_2026_0185,CAA,P5,78.47,Oui,Non
STD_2026_0185,DTJA,P5,76.47,Oui,Non
STD_2026_0185,EMP,P5,72.22,Sous condition,Non
STD_2026_0185,FIC,P5,69.94,Sous condition,Non
STD_2026_0186,AEE,P1,78.43,Oui,Non
STD_2026_0186,IAA,P1,84.72,Oui,Non
STD_2026_0186,PIP,P1,83.38,Oui,Non
STD_2026_0186,EMII,P2,79.81,Oui,Non
STD_2026_0186,GCA,P2,84.52,Oui,Non
STD_2026_0186,ICMP,P2,84.16,Oui,Non
STD_2026_0186,ESIIA,P3,80.98,Oui,Non
STD_2026_0186,IGGLIA,P3,81.22,Oui,Non
STD_2026_0186,IMTICIA,P3,79.75,Oui,Non
STD_2026_0186,ISAIA,P3,75.1,Oui,Non
STD_2026_0186,TEE,P4,81.36,Oui,Oui
STD_2026_0186,TEH,P4,50.25,Non,Non
STD_2026_0186,CAA,P5,84.9,Oui,Non
STD_2026_0186,DTJA,P5,46.04,Non,Non
STD_2026_0186,EMP,P5,77.27,Oui,Non
STD_2026_0186,FIC,P5,82.43,Oui,Non
STD_2026_0187,AEE,P1,54.68,Non,Non
STD_2026_0187,IAA,P1,56.77,Non,Non
STD_2026_0187,PIP,P1,54.98,Non,Non
STD_2026_0187,EMII,P2,61.4,Non,Non
STD_2026_0187,GCA,P2,55.76,Non,Non
STD_2026_0187,ICMP,P2,61.31,Non,Non
STD_2026_0187,ESIIA,P3,52.7,Non,Non
STD_2026_0187,IGGLIA,P3,83.67,Oui,Non
STD_2026_0187,IMTICIA,P3,77.36,Oui,Non
STD_2026_0187,ISAIA,P3,79.2,Oui,Non
STD_2026_0187,TEE,P4,77.1,Oui,Non
STD_2026_0187,TEH,P4,81.03,Oui,Oui
STD_2026_0187,CAA,P5,82.48,Oui,Non
STD_2026_0187,DTJA,P5,75.74,Oui,Non
STD_2026_0187,EMP,P5,78.89,Oui,Non
STD_2026_0187,FIC,P5,82.68,Oui,Non
STD_2026_0188,AEE,P1,57.64,Non,Non
STD_2026_0188,IAA,P1,83.9,Oui,Non
STD_2026_0188,PIP,P1,64.76,Non,Non
STD_2026_0188,EMII,P2,79.95,Oui,Non
STD_2026_0188,GCA,P2,83.43,Oui,Non
STD_2026_0188,ICMP,P2,79.06,Oui,Non
STD_2026_0188,ESIIA,P3,79.65,Oui,Non
STD_2026_0188,IGGLIA,P3,85.08,Oui,Non
STD_2026_0188,IMTICIA,P3,89.94,Oui,Non
STD_2026_0188,ISAIA,P3,62.74,Non,Non
STD_2026_0188,TEE,P4,77.57,Non,Non
STD_2026_0188,TEH,P4,69.93,Non,Non
STD_2026_0188,CAA,P5,59.77,Non,Oui
STD_2026_0188,DTJA,P5,57.25,Non,Non
STD_2026_0188,EMP,P5,61.65,Non,Non
STD_2026_0188,FIC,P5,68.49,Non,Non
STD_2026_0189,AEE,P1,78.37,Oui,Non
STD_2026_0189,IAA,P1,54.23,Non,Non
STD_2026_0189,PIP,P1,46.88,Non,Non
STD_2026_0189,EMII,P2,53.85,Non,Non
STD_2026_0189,GCA,P2,45.98,Non,Non
STD_2026_0189,ICMP,P2,50.4,Non,Non
STD_2026_0189,ESIIA,P3,54.62,Non,Non
STD_2026_0189,IGGLIA,P3,82.27,Oui,Non
STD_2026_0189,IMTICIA,P3,80.78,Oui,Non
STD_2026_0189,ISAIA,P3,51.88,Non,Non
STD_2026_0189,TEE,P4,70.39,Sous condition,Non
STD_2026_0189,TEH,P4,79.61,Oui,Non
STD_2026_0189,CAA,P5,75.19,Oui,Non
STD_2026_0189,DTJA,P5,79.67,Oui,Oui
STD_2026_0189,EMP,P5,74.55,Sous condition,Non
STD_2026_0189,FIC,P5,58.26,Non,Non
STD_2026_0190,AEE,P1,75.97,Oui,Non
STD_2026_0190,IAA,P1,46.99,Non,Non
STD_2026_0190,PIP,P1,46.73,Non,Non
STD_2026_0190,EMII,P2,45.46,Non,Non
STD_2026_0190,GCA,P2,43.25,Non,Non
STD_2026_0190,ICMP,P2,42.59,Non,Non
STD_2026_0190,ESIIA,P3,36.94,Non,Non
STD_2026_0190,IGGLIA,P3,71.65,Sous condition,Non
STD_2026_0190,IMTICIA,P3,70.19,Sous condition,Non
STD_2026_0190,ISAIA,P3,49.46,Non,Non
STD_2026_0190,TEE,P4,73.41,Sous condition,Non
STD_2026_0190,TEH,P4,80.97,Oui,Non
STD_2026_0190,CAA,P5,72.74,Sous condition,Non
STD_2026_0190,DTJA,P5,71.72,Sous condition,Non
STD_2026_0190,EMP,P5,71.31,Sous condition,Oui
STD_2026_0190,FIC,P5,55.12,Non,Non
STD_2026_0191,AEE,P1,74.08,Sous condition,Non
STD_2026_0191,IAA,P1,50.83,Non,Non
STD_2026_0191,PIP,P1,50.21,Non,Non
STD_2026_0191,EMII,P2,48.07,Non,Non
STD_2026_0191,GCA,P2,49.29,Non,Non
STD_2026_0191,ICMP,P2,41.03,Non,Non
STD_2026_0191,ESIIA,P3,44.14,Non,Non
STD_2026_0191,IGGLIA,P3,80.57,Oui,Non
STD_2026_0191,IMTICIA,P3,77.93,Oui,Non
STD_2026_0191,ISAIA,P3,49.28,Non,Non
STD_2026_0191,TEE,P4,76.44,Oui,Non
STD_2026_0191,TEH,P4,86.96,Oui,Non
STD_2026_0191,CAA,P5,74.69,Sous condition,Non
STD_2026_0191,DTJA,P5,80.28,Oui,Non
STD_2026_0191,EMP,P5,82.48,Oui,Non
STD_2026_0191,FIC,P5,56.1,Non,Oui
STD_2026_0192,AEE,P1,51.37,Non,Oui
STD_2026_0192,IAA,P1,59.16,Non,Non
STD_2026_0192,PIP,P1,52.31,Non,Non
STD_2026_0192,EMII,P2,49.26,Non,Non
STD_2026_0192,GCA,P2,51.8,Non,Non
STD_2026_0192,ICMP,P2,56.75,Non,Non
STD_2026_0192,ESIIA,P3,52.91,Non,Non
STD_2026_0192,IGGLIA,P3,55.26,Non,Non
STD_2026_0192,IMTICIA,P3,81.55,Oui,Non
STD_2026_0192,ISAIA,P3,56.57,Non,Non
STD_2026_0192,TEE,P4,76.39,Oui,Non
STD_2026_0192,TEH,P4,78.31,Oui,Non
STD_2026_0192,CAA,P5,80.35,Oui,Non
STD_2026_0192,DTJA,P5,80.51,Oui,Non
STD_2026_0192,EMP,P5,52.53,Non,Non
STD_2026_0192,FIC,P5,53.92,Non,Non
STD_2026_0193,AEE,P1,83.47,Oui,Non
STD_2026_0193,IAA,P1,85.82,Oui,Oui
STD_2026_0193,PIP,P1,82.22,Oui,Non
STD_2026_0193,EMII,P2,83.59,Oui,Non
STD_2026_0193,GCA,P2,90.34,Oui,Non
STD_2026_0193,ICMP,P2,90.2,Oui,Non
STD_2026_0193,ESIIA,P3,85.69,Oui,Non
STD_2026_0193,IGGLIA,P3,77.2,Oui,Non
STD_2026_0193,IMTICIA,P3,80.22,Oui,Non
STD_2026_0193,ISAIA,P3,79.65,Oui,Non
STD_2026_0193,TEE,P4,63.05,Non,Non
STD_2026_0193,TEH,P4,51.75,Non,Non
STD_2026_0193,CAA,P5,81.86,Oui,Non
STD_2026_0193,DTJA,P5,52.47,Non,Non
STD_2026_0193,EMP,P5,74.74,Sous condition,Non
STD_2026_0193,FIC,P5,85.29,Oui,Non
STD_2026_0194,AEE,P1,87.78,Oui,Non
STD_2026_0194,IAA,P1,82.21,Oui,Non
STD_2026_0194,PIP,P1,84.83,Oui,Oui
STD_2026_0194,EMII,P2,85.9,Oui,Non
STD_2026_0194,GCA,P2,79.27,Oui,Non
STD_2026_0194,ICMP,P2,90.5,Oui,Non
STD_2026_0194,ESIIA,P3,59.43,Non,Non
STD_2026_0194,IGGLIA,P3,78.44,Oui,Non
STD_2026_0194,IMTICIA,P3,80.11,Oui,Non
STD_2026_0194,ISAIA,P3,75.98,Oui,Non
STD_2026_0194,TEE,P4,74.62,Sous condition,Non
STD_2026_0194,TEH,P4,73.19,Sous condition,Non
STD_2026_0194,CAA,P5,76.62,Oui,Non
STD_2026_0194,DTJA,P5,67.49,Sous condition,Non
STD_2026_0194,EMP,P5,74.36,Sous condition,Non
STD_2026_0194,FIC,P5,73.27,Sous condition,Non
STD_2026_0195,AEE,P1,78.72,Oui,Non
STD_2026_0195,IAA,P1,77.2,Oui,Non
STD_2026_0195,PIP,P1,77.76,Oui,Non
STD_2026_0195,EMII,P2,84.29,Oui,Oui
STD_2026_0195,GCA,P2,83.11,Oui,Non
STD_2026_0195,ICMP,P2,83.03,Oui,Non
STD_2026_0195,ESIIA,P3,78.84,Oui,Non
STD_2026_0195,IGGLIA,P3,74.76,Sous condition,Non
STD_2026_0195,IMTICIA,P3,70.99,Sous condition,Non
STD_2026_0195,ISAIA,P3,75.69,Oui,Non
STD_2026_0195,TEE,P4,65.2,Sous condition,Non
STD_2026_0195,TEH,P4,36.9,Non,Non
STD_2026_0195,CAA,P5,78.69,Oui,Non
STD_2026_0195,DTJA,P5,43.07,Non,Non
STD_2026_0195,EMP,P5,75.91,Oui,Non
STD_2026_0195,FIC,P5,80.94,Oui,Non
STD_2026_0196,AEE,P1,52.35,Non,Non
STD_2026_0196,IAA,P1,47.82,Non,Non
STD_2026_0196,PIP,P1,45.93,Non,Non
STD_2026_0196,EMII,P2,45.21,Non,Non
STD_2026_0196,GCA,P2,46.87,Non,Oui
STD_2026_0196,ICMP,P2,55.89,Non,Non
STD_2026_0196,ESIIA,P3,51.03,Non,Non
STD_2026_0196,IGGLIA,P3,69.35,Sous condition,Non
STD_2026_0196,IMTICIA,P3,75.37,Oui,Non
STD_2026_0196,ISAIA,P3,74.05,Sous condition,Non
STD_2026_0196,TEE,P4,67.1,Sous condition,Non
STD_2026_0196,TEH,P4,79.18,Oui,Non
STD_2026_0196,CAA,P5,77.35,Oui,Non
STD_2026_0196,DTJA,P5,76.27,Oui,Non
STD_2026_0196,EMP,P5,84.02,Oui,Non
STD_2026_0196,FIC,P5,83.33,Oui,Non
STD_2026_0197,AEE,P1,54.78,Non,Non
STD_2026_0197,IAA,P1,81.37,Oui,Non
STD_2026_0197,PIP,P1,51.62,Non,Non
STD_2026_0197,EMII,P2,86.63,Oui,Non
STD_2026_0197,GCA,P2,86.9,Oui,Non
STD_2026_0197,ICMP,P2,96.21,Oui,Oui
STD_2026_0197,ESIIA,P3,92.07,Oui,Non
STD_2026_0197,IGGLIA,P3,77.31,Oui,Non
STD_2026_0197,IMTICIA,P3,79.4,Oui,Non
STD_2026_0197,ISAIA,P3,57.82,Non,Non
STD_2026_0197,TEE,P4,46.79,Non,Non
STD_2026_0197,TEH,P4,47.83,Non,Non
STD_2026_0197,CAA,P5,54.26,Non,Non
STD_2026_0197,DTJA,P5,51.91,Non,Non
STD_2026_0197,EMP,P5,56.6,Non,Non
STD_2026_0197,FIC,P5,54.39,Non,Non
STD_2026_0198,AEE,P1,79.2,Oui,Non
STD_2026_0198,IAA,P1,55.15,Non,Non
STD_2026_0198,PIP,P1,54.66,Non,Non
STD_2026_0198,EMII,P2,48.63,Non,Non
STD_2026_0198,GCA,P2,53.24,Non,Non
STD_2026_0198,ICMP,P2,44.25,Non,Non
STD_2026_0198,ESIIA,P3,48.64,Non,Oui
STD_2026_0198,IGGLIA,P3,81.83,Oui,Non
STD_2026_0198,IMTICIA,P3,79.85,Oui,Non
STD_2026_0198,ISAIA,P3,52.0,Non,Non
STD_2026_0198,TEE,P4,76.71,Oui,Non
STD_2026_0198,TEH,P4,75.3,Oui,Non
STD_2026_0198,CAA,P5,77.03,Oui,Non
STD_2026_0198,DTJA,P5,78.02,Oui,Non
STD_2026_0198,EMP,P5,80.22,Oui,Non
STD_2026_0198,FIC,P5,61.75,Non,Non
STD_2026_0199,AEE,P1,66.89,Sous condition,Non
STD_2026_0199,IAA,P1,41.51,Non,Non
STD_2026_0199,PIP,P1,39.38,Non,Non
STD_2026_0199,EMII,P2,37.71,Non,Non
STD_2026_0199,GCA,P2,51.76,Non,Non
STD_2026_0199,ICMP,P2,41.1,Non,Non
STD_2026_0199,ESIIA,P3,32.99,Non,Non
STD_2026_0199,IGGLIA,P3,59.65,Sous condition,Oui
STD_2026_0199,IMTICIA,P3,64.55,Sous condition,Non
STD_2026_0199,ISAIA,P3,36.52,Non,Non
STD_2026_0199,TEE,P4,72.83,Sous condition,Non
STD_2026_0199,TEH,P4,70.61,Sous condition,Non
STD_2026_0199,CAA,P5,69.13,Sous condition,Non
STD_2026_0199,DTJA,P5,77.97,Oui,Non
STD_2026_0199,EMP,P5,63.98,Sous condition,Non
STD_2026_0199,FIC,P5,46.05,Non,Non
STD_2026_0200,AEE,P1,74.31,Sous condition,Non
STD_2026_0200,IAA,P1,48.96,Non,Non
STD_2026_0200,PIP,P1,49.33,Non,Non
STD_2026_0200,EMII,P2,41.18,Non,Non
STD_2026_0200,GCA,P2,54.95,Non,Non
STD_2026_0200,ICMP,P2,53.13,Non,Non
STD_2026_0200,ESIIA,P3,43.85,Non,Non
STD_2026_0200,IGGLIA,P3,72.61,Sous condition,Non
STD_2026_0200,IMTICIA,P3,70.73,Sous condition,Oui
STD_2026_0200,ISAIA,P3,46.55,Non,Non
STD_2026_0200,TEE,P4,72.06,Sous condition,Non
STD_2026_0200,TEH,P4,71.47,Sous condition,Non
STD_2026_0200,CAA,P5,74.04,Sous condition,Non
STD_2026_0200,DTJA,P5,73.58,Sous condition,Non
STD_2026_0200,EMP,P5,69.53,Sous condition,Non
STD_2026_0200,FIC,P5,55.81,Non,Non
STD_2026_0201,AEE,P1,44.9,Non,Non
STD_2026_0201,IAA,P1,52.25,Non,Non
STD_2026_0201,PIP,P1,45.61,Non,Non
STD_2026_0201,EMII,P2,38.19,Non,Non
STD_2026_0201,GCA,P2,45.55,Non,Non
STD_2026_0201,ICMP,P2,44.5,Non,Non
STD_2026_0201,ESIIA,P3,39.29,Non,Non
STD_2026_0201,IGGLIA,P3,51.86,Non,Non
STD_2026_0201,IMTICIA,P3,79.52,Oui,Non
STD_2026_0201,ISAIA,P3,50.59,Non,Oui
STD_2026_0201,TEE,P4,78.84,Oui,Non
STD_2026_0201,TEH,P4,74.07,Sous condition,Non
STD_2026_0201,CAA,P5,72.66,Sous condition,Non
STD_2026_0201,DTJA,P5,70.74,Sous condition,Non
STD_2026_0201,EMP,P5,48.29,Non,Non
STD_2026_0201,FIC,P5,47.12,Non,Non
STD_2026_0202,AEE,P1,86.01,Oui,Non
STD_2026_0202,IAA,P1,82.33,Oui,Non
STD_2026_0202,PIP,P1,83.87,Oui,Non
STD_2026_0202,EMII,P2,83.45,Oui,Non
STD_2026_0202,GCA,P2,87.56,Oui,Non
STD_2026_0202,ICMP,P2,92.34,Oui,Non
STD_2026_0202,ESIIA,P3,83.78,Oui,Non
STD_2026_0202,IGGLIA,P3,78.22,Oui,Non
STD_2026_0202,IMTICIA,P3,77.42,Oui,Non
STD_2026_0202,ISAIA,P3,74.52,Sous condition,Non
STD_2026_0202,TEE,P4,54.98,Non,Oui
STD_2026_0202,TEH,P4,46.98,Non,Non
STD_2026_0202,CAA,P5,74.3,Sous condition,Non
STD_2026_0202,DTJA,P5,51.35,Non,Non
STD_2026_0202,EMP,P5,76.23,Oui,Non
STD_2026_0202,FIC,P5,78.98,Oui,Non
STD_2026_0203,AEE,P1,84.47,Oui,Non
STD_2026_0203,IAA,P1,85.17,Oui,Non
STD_2026_0203,PIP,P1,84.38,Oui,Non
STD_2026_0203,EMII,P2,82.14,Oui,Non
STD_2026_0203,GCA,P2,87.68,Oui,Non
STD_2026_0203,ICMP,P2,94.64,Oui,Non
STD_2026_0203,ESIIA,P3,64.93,Non,Non
STD_2026_0203,IGGLIA,P3,82.46,Oui,Non
STD_2026_0203,IMTICIA,P3,82.09,Oui,Non
STD_2026_0203,ISAIA,P3,80.39,Oui,Non
STD_2026_0203,TEE,P4,80.02,Oui,Non
STD_2026_0203,TEH,P4,80.78,Oui,Oui
STD_2026_0203,CAA,P5,80.45,Oui,Non
STD_2026_0203,DTJA,P5,77.68,Oui,Non
STD_2026_0203,EMP,P5,81.73,Oui,Non
STD_2026_0203,FIC,P5,85.65,Oui,Non
STD_2026_0204,AEE,P1,86.89,Oui,Non
STD_2026_0204,IAA,P1,86.35,Oui,Non
STD_2026_0204,PIP,P1,87.54,Oui,Non
STD_2026_0204,EMII,P2,85.02,Oui,Non
STD_2026_0204,GCA,P2,84.42,Oui,Non
STD_2026_0204,ICMP,P2,85.64,Oui,Non
STD_2026_0204,ESIIA,P3,78.48,Oui,Non
STD_2026_0204,IGGLIA,P3,79.95,Oui,Non
STD_2026_0204,IMTICIA,P3,70.79,Sous condition,Non
STD_2026_0204,ISAIA,P3,83.16,Oui,Non
STD_2026_0204,TEE,P4,77.15,Oui,Non
STD_2026_0204,TEH,P4,47.81,Non,Non
STD_2026_0204,CAA,P5,81.51,Oui,Oui
STD_2026_0204,DTJA,P5,58.82,Non,Non
STD_2026_0204,EMP,P5,76.85,Oui,Non
STD_2026_0204,FIC,P5,81.03,Oui,Non
STD_2026_0205,AEE,P1,55.52,Non,Non
STD_2026_0205,IAA,P1,53.16,Non,Non
STD_2026_0205,PIP,P1,47.99,Non,Non
STD_2026_0205,EMII,P2,41.48,Non,Non
STD_2026_0205,GCA,P2,53.19,Non,Non
STD_2026_0205,ICMP,P2,37.33,Non,Non
STD_2026_0205,ESIIA,P3,43.07,Non,Non
STD_2026_0205,IGGLIA,P3,74.68,Sous condition,Non
STD_2026_0205,IMTICIA,P3,77.03,Oui,Non
STD_2026_0205,ISAIA,P3,73.65,Sous condition,Non
STD_2026_0205,TEE,P4,77.17,Oui,Non
STD_2026_0205,TEH,P4,79.13,Oui,Non
STD_2026_0205,CAA,P5,82.62,Oui,Non
STD_2026_0205,DTJA,P5,73.22,Sous condition,Oui
STD_2026_0205,EMP,P5,79.95,Oui,Non
STD_2026_0205,FIC,P5,81.42,Oui,Non
STD_2026_0206,AEE,P1,63.8,Non,Non
STD_2026_0206,IAA,P1,79.55,Oui,Non
STD_2026_0206,PIP,P1,54.22,Non,Non
STD_2026_0206,EMII,P2,81.9,Oui,Non
STD_2026_0206,GCA,P2,80.44,Oui,Non
STD_2026_0206,ICMP,P2,85.0,Oui,Non
STD_2026_0206,ESIIA,P3,83.95,Oui,Non
STD_2026_0206,IGGLIA,P3,80.89,Oui,Non
STD_2026_0206,IMTICIA,P3,80.76,Oui,Non
STD_2026_0206,ISAIA,P3,50.69,Non,Non
STD_2026_0206,TEE,P4,52.49,Non,Non
STD_2026_0206,TEH,P4,52.86,Non,Non
STD_2026_0206,CAA,P5,50.94,Non,Non
STD_2026_0206,DTJA,P5,49.09,Non,Non
STD_2026_0206,EMP,P5,60.02,Non,Oui
STD_2026_0206,FIC,P5,59.4,Non,Non
STD_2026_0207,AEE,P1,68.67,Sous condition,Non
STD_2026_0207,IAA,P1,51.8,Non,Non
STD_2026_0207,PIP,P1,49.53,Non,Non
STD_2026_0207,EMII,P2,38.68,Non,Non
STD_2026_0207,GCA,P2,42.08,Non,Non
STD_2026_0207,ICMP,P2,41.48,Non,Non
STD_2026_0207,ESIIA,P3,39.82,Non,Non
STD_2026_0207,IGGLIA,P3,74.19,Sous condition,Non
STD_2026_0207,IMTICIA,P3,74.51,Sous condition,Non
STD_2026_0207,ISAIA,P3,51.26,Non,Non
STD_2026_0207,TEE,P4,76.32,Oui,Non
STD_2026_0207,TEH,P4,79.51,Oui,Non
STD_2026_0207,CAA,P5,73.44,Sous condition,Non
STD_2026_0207,DTJA,P5,72.83,Sous condition,Non
STD_2026_0207,EMP,P5,73.04,Sous condition,Non
STD_2026_0207,FIC,P5,53.23,Non,Oui
STD_2026_0208,AEE,P1,68.41,Sous condition,Oui
STD_2026_0208,IAA,P1,39.62,Non,Non
STD_2026_0208,PIP,P1,44.11,Non,Non
STD_2026_0208,EMII,P2,31.4,Non,Non
STD_2026_0208,GCA,P2,40.04,Non,Non
STD_2026_0208,ICMP,P2,35.86,Non,Non
STD_2026_0208,ESIIA,P3,36.32,Non,Non
STD_2026_0208,IGGLIA,P3,69.7,Sous condition,Non
STD_2026_0208,IMTICIA,P3,67.16,Sous condition,Non
STD_2026_0208,ISAIA,P3,50.78,Non,Non
STD_2026_0208,TEE,P4,75.45,Oui,Non
STD_2026_0208,TEH,P4,77.46,Oui,Non
STD_2026_0208,CAA,P5,72.24,Sous condition,Non
STD_2026_0208,DTJA,P5,75.65,Oui,Non
STD_2026_0208,EMP,P5,68.07,Sous condition,Non
STD_2026_0208,FIC,P5,53.62,Non,Non
STD_2026_0209,AEE,P1,75.67,Oui,Non
STD_2026_0209,IAA,P1,54.32,Non,Oui
STD_2026_0209,PIP,P1,55.82,Non,Non
STD_2026_0209,EMII,P2,54.88,Non,Non
STD_2026_0209,GCA,P2,55.64,Non,Non
STD_2026_0209,ICMP,P2,51.51,Non,Non
STD_2026_0209,ESIIA,P3,53.81,Non,Non
STD_2026_0209,IGGLIA,P3,79.6,Oui,Non
STD_2026_0209,IMTICIA,P3,74.43,Sous condition,Non
STD_2026_0209,ISAIA,P3,50.18,Non,Non
STD_2026_0209,TEE,P4,77.85,Oui,Non
STD_2026_0209,TEH,P4,85.25,Oui,Non
STD_2026_0209,CAA,P5,73.82,Sous condition,Non
STD_2026_0209,DTJA,P5,80.9,Oui,Non
STD_2026_0209,EMP,P5,76.24,Oui,Non
STD_2026_0209,FIC,P5,46.47,Non,Non
STD_2026_0210,AEE,P1,48.79,Non,Non
STD_2026_0210,IAA,P1,49.88,Non,Non
STD_2026_0210,PIP,P1,46.6,Non,Oui
STD_2026_0210,EMII,P2,42.34,Non,Non
STD_2026_0210,GCA,P2,43.17,Non,Non
STD_2026_0210,ICMP,P2,48.98,Non,Non
STD_2026_0210,ESIIA,P3,44.16,Non,Non
STD_2026_0210,IGGLIA,P3,47.36,Non,Non
STD_2026_0210,IMTICIA,P3,78.01,Oui,Non
STD_2026_0210,ISAIA,P3,53.32,Non,Non
